,state,city,cityPopulation,populationBySex,medianAge,zipCodes,medianIncome,costOfLiving
,Connecticut,Darien-Connecticut.html,"Population in 2010: 20,732. Population change since 2000: +5.7%","Males: 9,970  (48.1%)Females: 10,762  (51.9%)",Median resident age:39.6 yearsConnecticut median age:40.9 years,Zip codes: 06820.,"Estimated median household income in 2017: over $200,000 (it was $146,755 in 2000)
Darien:over $200,000CT:$74,168
Estimated per capita income in 2017: $107,567 (it was $77,519 in 2000)
Darien CDP income, earnings, and wages data
Estimated median house or condo value in 2017: over $1,000,000 (it was $701,300 in 2000)
Darien:over $1,000,000CT:$273,100
Mean prices in 2017: all housing units: $663,130; detached houses: $742,507; townhouses or other attached units: $374,304; in 2-unit structures: $355,228; in 3-to-4-unit structures: $309,415; in 5-or-more-unit structures: $302,805; mobile homes: $341,354; occupied boats, rvs, vans, etc.: $612,223","March 2019 cost of living index in Darien: 144.6 (very high, U.S. average is 100)"
,Connecticut,Norwalk-Connecticut.html,"Population in 2017: 89,005 (100% urban, 0% rural). Population change since 2000: +7.3%
 

","Males: 42,019  (47.2%)Females: 46,986  (52.8%)",Median resident age:38.5 yearsConnecticut median age:40.9 years,"Zip codes: 06850, 06851, 06853, 06854, 06855, 06856, 06880.Norwalk Zip Code Map","Estimated median household income in 2017: $70,236 (it was $59,839 in 2000)
Norwalk:$70,236CT:$74,168
Estimated per capita income in 2017: $40,865 (it was $31,781 in 2000)
Norwalk city income, earnings, and wages data
Estimated median house or condo value in 2017: $423,500 (it was $249,300 in 2000)
Norwalk:$423,500CT:$273,100
Mean prices in 2017: all housing units: $519,474; detached houses: $605,241; townhouses or other attached units: $304,319; in 2-unit structures: $298,004; in 3-to-4-unit structures: $299,823; in 5-or-more-unit structures: $246,590; mobile homes: $375,727","March 2019 cost of living index in Norwalk: 137.2 (high, U.S. average is 100)"
,Connecticut,Canton-Connecticut.html,"Population in 2010: 10,292. Population change since 2000: +16.4%
 

","Males: 4,975  (48.3%)Females: 5,317  (51.7%)",Median resident age:44.0 yearsConnecticut median age:39.2 years,Zip codes: 06019.,"Estimated median household income in 2017: $90,212 (it was $65,013 in 2000)
Canton:$90,212CT:$74,168
Estimated per capita income in 2017: $48,227 (it was $33,151 in 2000)
Canton town income, earnings, and wages data
Estimated median house or condo value in 2017: $297,487 (it was $175,900 in 2000)
Canton:$297,487CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Canton: 111.5 (more than average, U.S. average is 100)"
,Connecticut,Seymour-Connecticut.html,"Population in 2010: 16,540. Population change since 2000: +7.0%
 

","Males: 8,041  (48.6%)Females: 8,499  (51.4%)",Median resident age:41.6 yearsConnecticut median age:39.2 years,Zip codes: 06483.,"Estimated median household income in 2017: $71,756 (it was $52,408 in 2000)
Seymour:$71,756CT:$74,168
Estimated per capita income in 2017: $35,482 (it was $24,056 in 2000)
Seymour town income, earnings, and wages data
Estimated median house or condo value in 2017: $258,456 (it was $154,500 in 2000)
Seymour:$258,456CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Seymour: 137.6 (high, U.S. average is 100)"
,Connecticut,Danbury-Connecticut.html,"Population in 2017: 85,246 (96% urban, 4% rural). Population change since 2000: +13.9%
 

","Males: 43,232  (50.7%)Females: 42,014  (49.3%)",Median resident age:38.2 yearsConnecticut median age:40.9 years,"Zip codes: 06804, 06810, 06811.Danbury Zip Code Map","Estimated median household income in 2017: $65,596 (it was $53,664 in 2000)
Danbury:$65,596CT:$74,168
Estimated per capita income in 2017: $32,948 (it was $24,500 in 2000)
Danbury city income, earnings, and wages data
Estimated median house or condo value in 2017: $314,300 (it was $174,600 in 2000)
Danbury:$314,300CT:$273,100
Mean prices in 2017: all housing units: $315,489; detached houses: $349,746; townhouses or other attached units: $270,523; in 2-unit structures: $273,420; in 3-to-4-unit structures: $288,122; in 5-or-more-unit structures: $146,292; mobile homes: $43,388","March 2019 cost of living index in Danbury: 133.0 (high, U.S. average is 100)"
,Connecticut,Hamden-Connecticut.html,"Population in 2010: 60,960. Population change since 2000: +7.1%
 

","Males: 28,039  (46.0%)Females: 32,921  (54.0%)",Median resident age:37.4 yearsConnecticut median age:39.2 years,Zip codes: 06514.,"Estimated median household income in 2017: $71,678 (it was $52,351 in 2000)
Hamden:$71,678CT:$74,168
Estimated per capita income in 2017: $38,407 (it was $26,039 in 2000)
Hamden town income, earnings, and wages data
Estimated median house or condo value in 2017: $226,002 (it was $135,100 in 2000)
Hamden:$226,002CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Hamden: 136.9 (high, U.S. average is 100)"
,Connecticut,Westbrook-Connecticut.html,"Population in 2010: 6,938. Population change since 2000: +10.3%
 

","Males: 3,411  (49.2%)Females: 3,527  (50.8%)",Median resident age:46.6 yearsConnecticut median age:39.2 years,Zip codes: 06498.,"Estimated median household income in 2017: $77,433 (it was $57,531 in 2000)
Westbrook:$77,433CT:$74,168
Estimated per capita income in 2017: $43,150 (it was $28,680 in 2000)
Westbrook town income, earnings, and wages data
Estimated median house or condo value in 2017: $320,781 (it was $186,400 in 2000)
Westbrook:$320,781CT:$273,100
Mean prices in 2017: all housing units: $307,418; detached houses: $321,694; townhouses or other attached units: $186,381; in 2-unit structures: $213,164; in 3-to-4-unit structures: $270,673; in 5-or-more-unit structures: $190,712; mobile homes: $72,808","March 2019 cost of living index in Westbrook: 136.4 (high, U.S. average is 100)"
,Connecticut,Newington-Connecticut.html,"Population in 2010: 30,562. Population change since 2000: +4.3%","Males: 14,549  (47.6%)Females: 16,013  (52.4%)",Median resident age:44.8 yearsConnecticut median age:40.9 years,Zip codes: 06111.,"Estimated median household income in 2017: $79,739 (it was $57,118 in 2000)
Newington:$79,739CT:$74,168
Estimated per capita income in 2017: $38,255 (it was $26,881 in 2000)
Newington CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $235,469 (it was $141,600 in 2000)
Newington:$235,469CT:$273,100
Mean prices in 2017: all housing units: $251,422; detached houses: $267,348; townhouses or other attached units: $188,519; in 2-unit structures: $267,456; in 3-to-4-unit structures: $157,350; in 5-or-more-unit structures: $170,679","March 2019 cost of living index in Newington: 105.6 (more than average, U.S. average is 100)"
,Connecticut,Rockville-Connecticut.html,"Population in 2010: 7,474. Population change since 2000: -3.0%","Males: 3,527  (47.2%)Females: 3,947  (52.8%)",Median resident age:32.0 yearsConnecticut median age:40.9 years,Zip codes: 06066.,"Estimated median household income in 2017: $33,019 (it was $32,444 in 2000)
Rockville:$33,019CT:$74,168
Estimated per capita income in 2017: $23,703 (it was $17,896 in 2000)
Rockville CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $166,632 (it was $109,700 in 2000)
Rockville:$166,632CT:$273,100
Mean prices in 2017: all housing units: $278,153; detached houses: $292,345; townhouses or other attached units: $184,686; in 2-unit structures: $158,035; in 3-to-4-unit structures: $182,725; in 5-or-more-unit structures: $103,701; mobile homes: $55,913","March 2019 cost of living index in Rockville: 106.1 (more than average, U.S. average is 100)"
,Connecticut,Somers-Connecticut.html,"Population in 2010: 11,444. Population change since 2000: +9.9%
 

","Males: 6,864  (60.0%)Females: 4,580  (40.0%)",Median resident age:42.5 yearsConnecticut median age:39.2 years,Zip codes: 06071.,"Estimated median household income in 2017: $79,725 (it was $65,273 in 2000)
Somers:$79,725CT:$74,168
Estimated per capita income in 2017: $35,899 (it was $23,952 in 2000)
Somers town income, earnings, and wages data
Estimated median house or condo value in 2017: $313,847 (it was $193,900 in 2000)
Somers:$313,847CT:$273,100
Mean prices in 2017: all housing units: $278,153; detached houses: $292,345; townhouses or other attached units: $184,686; in 2-unit structures: $158,035; in 3-to-4-unit structures: $182,725; in 5-or-more-unit structures: $103,701; mobile homes: $55,913","March 2019 cost of living index in Somers: 112.8 (more than average, U.S. average is 100)"
,Connecticut,Fairfield-Connecticut.html,"Population in 2010: 59,404. Population change since 2000: +3.6%
 

","Males: 28,233  (47.5%)Females: 31,171  (52.5%)",Median resident age:40.0 yearsConnecticut median age:39.2 years,Zip codes: 06430.,"Estimated median household income in 2017: $116,724 (it was $83,512 in 2000)
Fairfield:$116,724CT:$74,168
Estimated per capita income in 2017: $61,787 (it was $43,670 in 2000)
Fairfield town income, earnings, and wages data
Estimated median house or condo value in 2017: $499,963 (it was $311,200 in 2000)
Fairfield:$499,963CT:$273,100
Mean prices in 2017: all housing units: $663,130; detached houses: $742,507; townhouses or other attached units: $374,304; in 2-unit structures: $355,228; in 3-to-4-unit structures: $309,415; in 5-or-more-unit structures: $302,805; mobile homes: $341,354; occupied boats, rvs, vans, etc.: $612,223","March 2019 cost of living index in Fairfield: 148.3 (very high, U.S. average is 100)"
,Connecticut,Southbury-Connecticut.html,"Population in 2010: 19,904. Population change since 2000: +7.2%
 

","Males: 9,300  (46.7%)Females: 10,604  (53.3%)",Median resident age:49.9 yearsConnecticut median age:39.2 years,Zip codes: 06488.,"Estimated median household income in 2017: $84,779 (it was $61,919 in 2000)
Southbury:$84,779CT:$74,168
Estimated per capita income in 2017: $48,003 (it was $32,545 in 2000)
Southbury town income, earnings, and wages data
Estimated median house or condo value in 2017: $325,035 (it was $194,300 in 2000)
Southbury:$325,035CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Southbury: 141.8 (very high, U.S. average is 100)"
,Connecticut,New-Haven-Connecticut.html,"Population in 2017: 131,014 (100% urban, 0% rural). Population change since 2000: +6.0%
 

","Males: 65,969  (50.4%)Females: 65,045  (49.6%)",Median resident age:30.4 yearsConnecticut median age:40.9 years,"Zip codes: 06510, 06511, 06515, 06517, 06519.New Haven Zip Code Map","Estimated median household income in 2017: $44,445 (it was $29,604 in 2000)
New Haven:$44,445CT:$74,168
Estimated per capita income in 2017: $26,471 (it was $16,393 in 2000)
New Haven city income, earnings, and wages data
Estimated median house or condo value in 2017: $194,200 (it was $104,300 in 2000)
New Haven:$194,200CT:$273,100
Mean prices in 2017: all housing units: $225,355; detached houses: $229,634; townhouses or other attached units: $193,428; in 2-unit structures: $221,766; in 3-to-4-unit structures: $260,674; in 5-or-more-unit structures: $165,739","March 2019 cost of living index in New Haven: 130.6 (high, U.S. average is 100)"
,Connecticut,Windsor-Connecticut.html,"Population in 2010: 29,044. Population change since 2000: +2.9%
 

","Males: 13,829  (47.6%)Females: 15,215  (52.4%)",Median resident age:43.1 yearsConnecticut median age:39.2 years,Zip codes: 06095.,"Estimated median household income in 2017: $88,996 (it was $64,137 in 2000)
Windsor:$88,996CT:$74,168
Estimated per capita income in 2017: $40,199 (it was $27,633 in 2000)
Windsor town income, earnings, and wages data
Estimated median house or condo value in 2017: $238,632 (it was $141,100 in 2000)
Windsor:$238,632CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Windsor: 110.0 (more than average, U.S. average is 100)"
,Connecticut,Wallingford-Connecticut.html,"Population in 2010: 45,135. Population change since 2000: +4.9%
 

","Males: 21,762  (48.2%)Females: 23,373  (51.8%)",Median resident age:42.9 yearsConnecticut median age:39.2 years,Zip codes: 06492.,"Estimated median household income in 2017: $78,466 (it was $57,308 in 2000)
Wallingford:$78,466CT:$74,168
Estimated per capita income in 2017: $38,271 (it was $25,947 in 2000)
Wallingford town income, earnings, and wages data
Estimated median house or condo value in 2017: $263,809 (it was $157,700 in 2000)
Wallingford:$263,809CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Wallingford: 136.9 (high, U.S. average is 100)"
,Connecticut,Redding-Connecticut.html,"Population in 2010: 9,158. Population change since 2000: +10.7%
 

","Males: 4,404  (48.1%)Females: 4,754  (51.9%)",Median resident age:46.4 yearsConnecticut median age:39.2 years,Zip codes: 06896.,"Estimated median household income in 2017: $145,551 (it was $104,137 in 2000)
Redding:$145,551CT:$74,168
Estimated per capita income in 2017: $71,715 (it was $50,687 in 2000)
Redding town income, earnings, and wages data
Estimated median house or condo value in 2017: $639,412 (it was $398,000 in 2000)
Redding:$639,412CT:$273,100
Mean prices in 2017: all housing units: $663,130; detached houses: $742,507; townhouses or other attached units: $374,304; in 2-unit structures: $355,228; in 3-to-4-unit structures: $309,415; in 5-or-more-unit structures: $302,805; mobile homes: $341,354; occupied boats, rvs, vans, etc.: $612,223","March 2019 cost of living index in Redding: 141.4 (very high, U.S. average is 100)"
,Connecticut,Hartford-Connecticut.html,"Population in 2017: 123,400 (100% urban, 0% rural). Population change since 2000: +1.5%
 

","Males: 58,563  (47.5%)Females: 64,837  (52.5%)",Median resident age:30.7 yearsConnecticut median age:40.9 years,"Zip codes: 06095, 06103, 06105, 06106, 06110, 06112, 06114, 06117, 06120, 06160.Hartford Zip Code Map","Estimated median household income in 2017: $33,677 (it was $24,820 in 2000)
Hartford:$33,677CT:$74,168
Estimated per capita income in 2017: $18,992 (it was $13,428 in 2000)
Hartford city income, earnings, and wages data
Estimated median house or condo value in 2017: $168,000 (it was $95,300 in 2000)
Hartford:$168,000CT:$273,100
Mean prices in 2017: all housing units: $245,045; detached houses: $208,682; townhouses or other attached units: $193,676; in 2-unit structures: $438,376; in 3-to-4-unit structures: $161,645; in 5-or-more-unit structures: $154,864","March 2019 cost of living index in Hartford: 106.8 (more than average, U.S. average is 100)"
,Connecticut,Woodbury-Connecticut.html,"Population in 2010: 9,975. Population change since 2000: +8.4%
 

","Males: 4,837  (48.5%)Females: 5,138  (51.5%)",Median resident age:46.9 yearsConnecticut median age:39.2 years,Zip codes: 06798.,"Estimated median household income in 2017: $95,230 (it was $68,322 in 2000)
Woodbury:$95,230CT:$74,168
Estimated per capita income in 2017: $56,037 (it was $37,903 in 2000)
Woodbury town income, earnings, and wages data
Estimated median house or condo value in 2017: $390,632 (it was $233,600 in 2000)
Woodbury:$390,632CT:$273,100
Mean prices in 2017: all housing units: $316,733; detached houses: $334,904; townhouses or other attached units: $179,809; in 2-unit structures: $201,765; in 3-to-4-unit structures: $176,177; in 5-or-more-unit structures: $129,624; mobile homes: $238,990; occupied boats, rvs, vans, etc.: $123,642","March 2019 cost of living index in Woodbury: 131.2 (high, U.S. average is 100)"
,Connecticut,Plainfield-Connecticut.html,"Population in 2010: 15,405. Population change since 2000: +5.4%
 

","Males: 7,548  (49.0%)Females: 7,857  (51.0%)",Median resident age:38.5 yearsConnecticut median age:39.2 years,Zip codes: 06374.,"Estimated median household income in 2017: $60,383 (it was $42,851 in 2000)
Plainfield:$60,383CT:$74,168
Estimated per capita income in 2017: $27,838 (it was $18,706 in 2000)
Plainfield town income, earnings, and wages data
Estimated median house or condo value in 2017: $179,839 (it was $106,400 in 2000)
Plainfield:$179,839CT:$273,100
Mean prices in 2017: all housing units: $225,819; detached houses: $236,745; townhouses or other attached units: $195,403; in 2-unit structures: $131,541; in 3-to-4-unit structures: $139,647; in 5-or-more-unit structures: $91,894; mobile homes: $159,479","March 2019 cost of living index in Plainfield: 126.1 (high, U.S. average is 100)"
,Connecticut,Shelton-Connecticut.html,"Population in 2017: 41,397 (100% urban, 0% rural). Population change since 2000: +8.7%
 

","Males: 19,957  (48.2%)Females: 21,440  (51.8%)",Median resident age:47.0 yearsConnecticut median age:40.9 years,Zip codes: 06484.,"Estimated median household income in 2017: $90,667 (it was $67,292 in 2000)
Shelton:$90,667CT:$74,168
Estimated per capita income in 2017: $46,348 (it was $29,893 in 2000)
Shelton city income, earnings, and wages data
Estimated median house or condo value in 2017: $348,121 (it was $209,100 in 2000)
Shelton:$348,121CT:$273,100
Mean prices in 2017: all housing units: $354,365; detached houses: $369,067; townhouses or other attached units: $313,295; in 2-unit structures: $669,278; in 3-to-4-unit structures: $224,611; in 5-or-more-unit structures: $228,336; mobile homes: $92,911","March 2019 cost of living index in Shelton: 131.0 (high, U.S. average is 100)"
,Connecticut,Stamford-Connecticut.html,"Population in 2017: 130,824 (99% urban, 1% rural). Population change since 2000: +11.7%
 

","Males: 63,531  (48.6%)Females: 67,293  (51.4%)",Median resident age:38.0 yearsConnecticut median age:40.9 years,"Zip codes: 06901, 06903, 06905, 06906, 06907.Stamford Zip Code Map","Estimated median household income in 2017: $87,316 (it was $60,556 in 2000)
Stamford:$87,316CT:$74,168
Estimated per capita income in 2017: $55,279 (it was $34,987 in 2000)
Stamford city income, earnings, and wages data
Estimated median house or condo value in 2017: $517,700 (it was $306,700 in 2000)
Stamford:$517,700CT:$273,100
Mean prices in 2017: all housing units: $604,849; detached houses: $730,279; townhouses or other attached units: $429,521; in 2-unit structures: $392,276; in 3-to-4-unit structures: $328,741; in 5-or-more-unit structures: $362,396","March 2019 cost of living index in Stamford: 138.0 (high, U.S. average is 100)"
,Connecticut,Woodbridge-Connecticut.html,"Population in 2010: 8,990. Population change since 2000: +0.1%
 

","Males: 4,393  (48.9%)Females: 4,597  (51.1%)",Median resident age:47.6 yearsConnecticut median age:39.2 years,Zip codes: 06525.,"Estimated median household income in 2017: $139,823 (it was $102,121 in 2000)
Woodbridge:$139,823CT:$74,168
Estimated per capita income in 2017: $72,346 (it was $49,049 in 2000)
Woodbridge town income, earnings, and wages data
Estimated median house or condo value in 2017: $539,997 (it was $322,800 in 2000)
Woodbridge:$539,997CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Woodbridge: 144.8 (very high, U.S. average is 100)"
,Connecticut,Stratford-Connecticut.html,"Population in 2010: 51,384. Population change since 2000: +2.8%","Males: 23,893  (46.5%)Females: 27,491  (53.5%)",Median resident age:44.3 yearsConnecticut median age:40.9 years,"Zip codes: 06614, 06615.Stratford Zip Code Map","Estimated median household income in 2017: $73,912 (it was $53,494 in 2000)
Stratford:$73,912CT:$74,168
Estimated per capita income in 2017: $36,601 (it was $26,501 in 2000)
Stratford CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $255,560 (it was $159,400 in 2000)
Stratford:$255,560CT:$273,100
Mean prices in 2017: all housing units: $314,060; detached houses: $336,144; townhouses or other attached units: $194,374; in 2-unit structures: $190,880; in 3-to-4-unit structures: $259,638; in 5-or-more-unit structures: $282,308","March 2019 cost of living index in Stratford: 130.6 (high, U.S. average is 100)"
,Connecticut,Storrs-Connecticut.html,"Population in 2010: 15,344. Population change since 2000: +39.5%","Males: 7,269  (47.4%)Females: 8,075  (52.6%)",Median resident age:20.2 yearsConnecticut median age:40.9 years,Zip codes: 06269.,"Estimated median household income in 2017: $28,485 (it was $26,371 in 2000)
Storrs:$28,485CT:$74,168
Estimated per capita income in 2017: $8,024 (it was $9,947 in 2000)
Storrs CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $203,738 (it was $136,200 in 2000)
Storrs:$203,738CT:$273,100
Mean prices in 2017: all housing units: $223,778; detached houses: $286,033; townhouses or other attached units: $128,996; mobile homes: $69,843","March 2019 cost of living index in Storrs: 108.7 (more than average, U.S. average is 100)"
,Connecticut,Madison-Connecticut.html,"Population in 2010: 18,269. Population change since 2000: +2.3%
 

","Males: 8,868  (48.5%)Females: 9,401  (51.5%)",Median resident age:46.6 yearsConnecticut median age:39.2 years,Zip codes: 06443.,"Estimated median household income in 2017: $119,800 (it was $87,497 in 2000)
Madison:$119,800CT:$74,168
Estimated per capita income in 2017: $59,791 (it was $40,537 in 2000)
Madison town income, earnings, and wages data
Estimated median house or condo value in 2017: $432,934 (it was $258,800 in 2000)
Madison:$432,934CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Madison: 141.0 (very high, U.S. average is 100)"
,Connecticut,Woodstock-Connecticut.html,"Population in 2010: 7,964. Population change since 2000: +10.3%
 

","Males: 3,944  (49.5%)Females: 4,020  (50.5%)",Median resident age:44.1 yearsConnecticut median age:39.2 years,Zip codes: 06281.,"Estimated median household income in 2017: $77,943 (it was $55,313 in 2000)
Woodstock:$77,943CT:$74,168
Estimated per capita income in 2017: $37,697 (it was $25,331 in 2000)
Woodstock town income, earnings, and wages data
Estimated median house or condo value in 2017: $242,207 (it was $143,300 in 2000)
Woodstock:$242,207CT:$273,100
Mean prices in 2017: all housing units: $225,819; detached houses: $236,745; townhouses or other attached units: $195,403; in 2-unit structures: $131,541; in 3-to-4-unit structures: $139,647; in 5-or-more-unit structures: $91,894; mobile homes: $159,479","March 2019 cost of living index in Woodstock: 117.7 (more than average, U.S. average is 100)"
,Connecticut,Manchester-Connecticut.html,"Population in 2010: 58,241. Population change since 2000: +6.4%
 

","Males: 27,980  (48.0%)Females: 30,261  (52.0%)",Median resident age:36.9 yearsConnecticut median age:39.2 years,Zip codes: 06040.,"Estimated median household income in 2017: $68,583 (it was $49,426 in 2000)
Manchester:$68,583CT:$74,168
Estimated per capita income in 2017: $37,808 (it was $25,989 in 2000)
Manchester town income, earnings, and wages data
Estimated median house or condo value in 2017: $207,852 (it was $122,900 in 2000)
Manchester:$207,852CT:$273,100
Mean prices in 2017: all housing units: $279,250; detached houses: $292,118; townhouses or other attached units: $210,065; in 2-unit structures: $243,494; in 3-to-4-unit structures: $178,017; in 5-or-more-unit structures: $217,559; mobile homes: $174,567","March 2019 cost of living index in Manchester: 110.7 (more than average, U.S. average is 100)"
,Connecticut,Watertown-Connecticut.html,"Population in 2010: 22,514. Population change since 2000: +3.9%
 

","Males: 10,909  (48.5%)Females: 11,605  (51.5%)",Median resident age:44.0 yearsConnecticut median age:39.2 years,Zip codes: 06795.,"Estimated median household income in 2017: $82,822 (it was $59,420 in 2000)
Watertown:$82,822CT:$74,168
Estimated per capita income in 2017: $38,504 (it was $26,044 in 2000)
Watertown town income, earnings, and wages data
Estimated median house or condo value in 2017: $246,152 (it was $147,200 in 2000)
Watertown:$246,152CT:$273,100
Mean prices in 2017: all housing units: $316,733; detached houses: $334,904; townhouses or other attached units: $179,809; in 2-unit structures: $201,765; in 3-to-4-unit structures: $176,177; in 5-or-more-unit structures: $129,624; mobile homes: $238,990; occupied boats, rvs, vans, etc.: $123,642","March 2019 cost of living index in Watertown: 143.1 (very high, U.S. average is 100)"
,Connecticut,Thompsonville-Connecticut.html,"Population in 2010: 8,577. Population change since 2000: +5.6%","Males: 4,130  (48.2%)Females: 4,447  (51.8%)",Median resident age:37.8 yearsConnecticut median age:40.9 years,Zip codes: 06082.,"Estimated median household income in 2017: $52,482 (it was $39,154 in 2000)
Thompsonville:$52,482CT:$74,168
Estimated per capita income in 2017: $28,728 (it was $19,851 in 2000)
Thompsonville CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $180,980 (it was $115,700 in 2000)
Thompsonville:$180,980CT:$273,100
Mean prices in 2017: all housing units: $216,500; detached houses: $236,593; townhouses or other attached units: $179,320; in 2-unit structures: $171,074; in 3-to-4-unit structures: $113,936; in 5-or-more-unit structures: $141,567","March 2019 cost of living index in Thompsonville: 105.2 (more than average, U.S. average is 100)"
,Connecticut,Wallingford-Center-Connecticut.html,"Population in 2010: 18,209. Population change since 2000: +4.0%","Males: 8,807  (48.4%)Females: 9,402  (51.6%)",Median resident age:44.3 yearsConnecticut median age:40.9 years,Zip codes: 06492.,"Estimated median household income in 2017: $66,698 (it was $45,827 in 2000)
Wallingford Center:$66,698CT:$74,168
Estimated per capita income in 2017: $37,865 (it was $22,724 in 2000)
Wallingford Center CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $235,234 (it was $143,100 in 2000)
Wallingford Center:$235,234CT:$273,100
Mean prices in 2017: all housing units: $277,518; detached houses: $297,427; townhouses or other attached units: $193,439; in 2-unit structures: $214,907; in 3-to-4-unit structures: $200,608; in 5-or-more-unit structures: $144,636; mobile homes: $59,789","March 2019 cost of living index in Wallingford Center: 129.0 (high, U.S. average is 100)"
,Connecticut,Ledyard-Connecticut.html,"Population in 2010: 15,051. Population change since 2000: +2.5%
 

","Males: 7,502  (49.8%)Females: 7,549  (50.2%)",Median resident age:40.6 yearsConnecticut median age:39.2 years,Zip codes: 06339.,"Estimated median household income in 2017: $89,045 (it was $62,647 in 2000)
Ledyard:$89,045CT:$74,168
Estimated per capita income in 2017: $39,093 (it was $24,953 in 2000)
Ledyard town income, earnings, and wages data
Estimated median house or condo value in 2017: $245,398 (it was $143,200 in 2000)
Ledyard:$245,398CT:$273,100
Mean prices in 2017: all housing units: $309,744; detached houses: $320,680; townhouses or other attached units: $192,835; in 2-unit structures: $418,426; in 3-to-4-unit structures: $240,706; in 5-or-more-unit structures: $164,256; mobile homes: $40,880","March 2019 cost of living index in Ledyard: 112.0 (more than average, U.S. average is 100)"
,Connecticut,New-Milford-Connecticut.html,"Population in 2010: 6,523. Population change since 2000: -1.7%","Males: 3,053  (46.8%)Females: 3,470  (53.2%)",Median resident age:41.1 yearsConnecticut median age:40.9 years,Zip codes: 06776.,"Estimated median household income in 2017: $59,278 (it was $48,186 in 2000)
New Milford:$59,278CT:$74,168
Estimated per capita income in 2017: $31,844 (it was $22,912 in 2000)
New Milford CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $230,054 (it was $148,500 in 2000)
New Milford:$230,054CT:$273,100
Mean prices in 2017: all housing units: $220,980; detached houses: $261,302; townhouses or other attached units: $244,416; in 2-unit structures: $171,653; in 3-to-4-unit structures: $131,878; in 5-or-more-unit structures: $131,253","March 2019 cost of living index in New Milford: 132.3 (high, U.S. average is 100)"
,Connecticut,Windsor-Locks-Connecticut.html,"Population in 2010: 12,498. Population change since 2000: +3.8%","Males: 6,046  (48.4%)Females: 6,452  (51.6%)",Median resident age:43.9 yearsConnecticut median age:40.9 years,Zip codes: 06096.,"Estimated median household income in 2017: $67,545 (it was $48,837 in 2000)
Windsor Locks:$67,545CT:$74,168
Estimated per capita income in 2017: $36,325 (it was $23,079 in 2000)
Windsor Locks CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $195,012 (it was $120,400 in 2000)
Windsor Locks:$195,012CT:$273,100
Mean prices in 2017: all housing units: $210,593; detached houses: $218,016; townhouses or other attached units: $145,239; in 2-unit structures: $193,982; in 3-to-4-unit structures: $175,460; in 5-or-more-unit structures: $201,230","March 2019 cost of living index in Windsor Locks: 105.2 (more than average, U.S. average is 100)"
