State,City,City Population,Median Age (Years),Zip Codes,Median Income,Cost Of Living,Female Population,Male Population
california,mountain house california.html,"9,675",33.8,95391," $61,164
Mountain House:$61,164CA:$71,805
Estimated per capita income in 2017: $26,529
Mountain House CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $349,200
Mountain House:$349,200CA:$509,400
Mean prices in 2017: all housing units: $359,628; detached houses: $371,780; townhouses or other attached units: $309,152; in 2-unit structures: $361,850; in 3-to-4-unit structures: $257,166; in 5-or-more-unit structures: $267,559; mobile homes: $96,517; occupied boats, rvs, vans, etc.: $44,78", 101.8 /100,52.40%,47.60%
california,tiburon california.html,"9,165",50.9,94920,"$164,742 ", 178.7 /100,54.70%,45.30%
california,temecula california.html,"114,327",34.9,92591,"$89,173 ", 82.1 /100,50.30%,49.70%
california,west contra costa california.html,"250,207",35,94806,"$74,901 ", 163.8 /100,51.60%,48.40%
california,view park windsor hills california.html," 11,075. Population change since 2000: +1.1",49.9,90043,"$93,770 ", 140.5 /100,54.90%,45.10%
california,monrovia california.html,"37,061",40.1,91016,"$76,042 ", 143.6 /100,50.80%,49.20%
california,valley center california.html," 9,277. Population change since 2000: +26.7",40.6,92082,"$91,488 ", 121.2 /100,51.10%,48.90%
california,westside california.html,"32,384",34.8,93268,"$49,568 ", 96.1 /100,44.70%,55.30%
california,merced california.html,"83,081",30.7,95340,"$40,573 ", 94.4 /100,52.40%,47.60%
california,west hollywood california.html,"37,080",40.3,90069,"$70,805 ", 154.9 /100,41.50%,58.50%
california,waterford california.html,"8,947",31.6,95386,"$56,845 ", 96.8 /100,50.80%,49.20%
california,west puente valley california.html," 22,636. Population change since 2000: +0.2",37.3,91746,"$73,215 ", 136.3 /100,51.00%,49.00%
california,august california.html," 8,390. Population change since 2000: +7.5",29.6,95205,"$33,419 ", 97.7 /100,44.80%,55.20%
california,westminster california.html,"91,564",42,92683,"$57,938 ", 89.7 /100,53.10%,46.90%
california,norco california.html,"26,761",40.3,92505,"$96,657 ", 83.0 /100,46.20%,53.80%
california,walnut creek california.html,"69,773",48.2,94598,"$100,180 ", 153.4 /100,52.90%,47.10%
california,west athens california.html," 8,729. Population change since 2000: -4.1",39,90047,"$48,061 ", 140.4 /100,55.20%,44.80%
california,willowbrook california.html," 35,983. Population change since 2000: +5.4",27,90222,"$42,914 ", 137.6 /100,49.60%,50.40%
california,oakley california.html,"41,714",34.7,94561,"$96,348 ", 139.5 /100,49.80%,50.20%
california,parkway california.html,"14,670",29.5,nan," $63,045
Parkway:$63,045CA:$71,805
Estimated per capita income in 2017: $31,449
Parkway CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $353,400
Parkway:$353,400CA:$509,400
Mean prices in 2017: all housing units: $381,137; detached houses: $400,206; townhouses or other attached units: $280,435; in 2-unit structures: $334,868; in 3-to-4-unit structures: $257,611; in 5-or-more-unit structures: $275,727; mobile homes: $81,002; occupied boats, rvs, vans, etc.: $41,31", 98.3 /100,49.60%,50.40%
california,winter gardens california.html," 20,631. Population change since 2000: +4.3",39.6,92040,"$69,228 ", 135.8 /100,48.80%,51.20%
california,yorba linda california.html,"68,229",44.6,92886,"$132,952 ", 87.8 /100,51.20%,48.80%
california,woodland california.html,"60,012",35.8,95695,"$64,476 ", 101.8 /100,50.80%,49.20%
california,yucaipa california.html,"53,683",37.9,92399,"$61,488 ", 81.4 /100,51.10%,48.90%
california,oildale california.html," 32,684. Population change since 2000: +17.2",33,93308,"$37,836 ", 91.5 /100,48.80%,51.20%
california,paramount california.html,"54,909",31.3,90723,"$52,273 ", 137.6 /100,50.20%,49.80%
california,parkway south sacramento california.html,"40,720",27.2,95824,"$44,884 ", 108.0 /100,51.10%,48.90%
california,pacific grove california.html,"15,698",49.6,93950,"$91,038 ", 116.0 /100,53.40%,46.60%
california,east san gabriel valley california.html,"952,352",31.3,91791,"$79,934 ", 152.2 /100,50.80%,49.20%
california,pacifica california.html,"39,087",42.5,94044,"$118,079 ", 164.3 /100,52.40%,47.60%
california,palm springs california.html,"48,142",55,92262,"$50,609 ", 83.7 /100,42.90%,57.10%
california,pasadena california.html,"142,647",37.4,91101,"$76,972 ", 147.1 /100,51.40%,48.60%
california,red bluff california.html,"14,287",36.9,96080,"$33,267 ", 92.1 /100,52.50%,47.50%
california,rancho san diego california.html," 21,208. Population change since 2000: +5.2",43.3,92019,"$94,942 ", 137.6 /100,50.50%,49.50%
california,arvin california.html,"21,270",24.6,93203,"$36,085 ", 90.8 /100,48.30%,51.70%
california,fowler california.html,"6,495",31.7,93625,"$59,927 ", 95.0 /100,48.30%,51.70%
california,el cajon california.html,"103,894",32.8,92071,"$50,312 ", 139.8 /100,51.40%,48.60%
california,rosedale california.html," 14,058. Population change since 2000: +66.5",36.4,93312,"$107,508 ", 91.7 /100,49.40%,50.60%
california,redwood city california.html,"86,685",38.4,94065,"$116,966 ", 173.8 /100,47.50%,52.50%
california,riverbank california.html,"24,740",32.4,95367,"$69,820 ", 97.4 /100,52.10%,47.90%
california,la quinta california.html,"41,304",47.2,92253,"$80,059 ", 82.1 /100,51.50%,48.50%
california,redlands california.html,"71,554",39.1,92374,"$65,053 ", 82.0 /100,50.20%,49.80%
california,lakeland village california.html," 11,541. Population change since 2000: +105.1",33.5,92530,"$45,044 ", 81.9 /100,48.60%,51.40%
california,larkfield wikiup california.html," 8,884. Population change since 2000: +18.8",43,95404,"$79,828 ", 144.7 /100,51.20%,48.80%
california,santa maria valley california.html,"110,971",32.1,93454,"$62,994 ", 116.8 /100,49.80%,50.20%
california,la verne california.html,"32,461",44,91767,"$88,247 ", 137.1 /100,51.90%,48.10%
california,san carlos california.html,"30,499",42.5,94070,"$168,378 ", 170.3 /100,52.20%,47.80%
california,san bernardino california.html,"216,995",31.7,92401,"$46,510 ", 81.6 /100,51.50%,48.50%
california,desert palms california.html,"6,957",76.2,nan," $63,944
Desert Palms:$63,944CA:$71,805
Estimated per capita income in 2017: $27,186
Desert Palms CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $352,700
Desert Palms:$352,700CA:$509,400
Mean prices in 2017: all housing units: $422,688; detached houses: $422,141; townhouses or other attached units: $398,57", 81.5 /100,56.40%,43.60%
california,san leandro california.html,"90,553",43.5,94579,"$64,923 ", 153.8 /100,53.70%,46.30%
california,sacramento california.html,"501,901",35.2,95811,"$56,943 ", 102.4 /100,51.10%,48.90%
california,sierra california.html,"19,246",41.7,93667,"$66,772 ", 103.7 /100,49.70%,50.30%
california,signal hill california.html,"11,622",36,90806,"$80,804 ", 137.3 /100,50.80%,49.20%
california,south bay cities california.html,"134,363",36.4,90266,"$116,541 ", 178.9 /100,49.30%,50.70%
california,seaside california.html,"34,150",32.3,93955,"$64,968 ", 111.0 /100,51.00%,49.00%
california,southwest san gabriel valley california.html,"326,450",34.6,91755,"$61,870 ", 164.1 /100,52.00%,48.00%
california,lucas valley marinwood california.html," 6,094. Population change since 2000: -4.1",48,94903,"$131,690 ", 163.7 /100,54.60%,45.40%
california,los altos hills california.html,"8,580",51.5,94304," over $200,000 ", 158.8 /100,50.20%,49.80%
california,lancaster california.html,"160,316",34.1,93534,"$52,878 ", 128.7 /100,47.90%,52.10%
california,chico california.html,"93,293",30.8,95926,"$50,544 ", 97.4 /100,52.00%,48.00%
california,mira monte california.html," 6,854. Population change since 2000: -4.5",49.9,93022,"$68,206 ", 94.6 /100,51.70%,48.30%
california,thermalito california.html," 6,646. Population change since 2000: +9.9",36.6,95965,"$35,597 ", 95.1 /100,52.20%,47.80%
california,spring valley california.html," 28,205. Population change since 2000: +5.8",35.7,91977,"$67,728 ", 137.1 /100,51.50%,48.50%
california,montecito california.html," 8,965. Population change since 2000: -10.4",49.6,93108,"$152,878 ", 128.9 /100,54.70%,45.30%
california,vandenberg village california.html," 6,497. Population change since 2000: +12.0",40.9,93436,"$85,902 ", 110.9 /100,48.90%,51.10%
california,west santa clara california.html,"8,318",47.3,94022," over $200,000 ", 208.0 /100,51.10%,48.90%
california,east hemet california.html," 17,418. Population change since 2000: +17.5",36,92543,"$52,325 ", 81.1 /100,51.30%,48.70%
california,vallejo california.html,"122,105",36.5,94590,"$65,493 ", 137.3 /100,52.20%,47.80%
california,oak park california.html," 13,811. Population change since 2000: +495.3",43.3,91377,"$131,122 ", 93.5 /100,52.50%,47.50%
california,turlock california.html,"73,556",34.5,95380,"$59,836 ", 98.5 /100,50.90%,49.10%
california,campbell california.html,"41,544",39.2,95008,"$120,972 ", 159.9 /100,51.20%,48.80%
california,wildomar california.html,"36,932",35.3,92595,"$70,993 ", 81.7 /100,50.10%,49.90%
california,woodcrest california.html," 14,347. Population change since 2000: +72.0",38.7,92504,"$95,746 ", 82.1 /100,46.20%,53.80%
california,willows california.html,"6,041",37.2,95988,"$53,910 ", 90.4 /100,49.60%,50.40%
california,napa california.html,"79,774",38.5,94559,"$82,361 ", 149.5 /100,50.80%,49.20%
california,interlaken california.html," 7,321. Population change since 2000: -0.1",33.8,95076,"$65,823 ", 158.6 /100,49.70%,50.30%
california,east foothills california.html," 8,269. Population change since 2000: +1.7",44.7,95132,"$178,184 ", 152.5 /100,49.40%,50.60%
california,rossmoor california.html," 10,244. Population change since 2000: -0.5",46.5,90720,"$118,191 ", 89.9 /100,51.40%,48.60%
california,mecca california.html," 8,577. Population change since 2000: +58.8",25.7,92254,"$27,197 ", 80.1 /100,49.30%,50.70%
california,los altos california.html,"30,743",46,94022," over $200,000 ", 170.2 /100,52.60%,47.40%
california,mountain empire california.html,"6,830",37.6,91906,"$58,572 ", 129.3 /100,46.10%,53.90%
california,twentynine palms base california.html,"9,756",21.1,92278,"$42,371 ", 84.8 /100,19.80%,80.20%
california,sunnyvale california.html,"153,656",36.1,94086,"$134,234 ", 164.2 /100,48.10%,51.90%
california,moorpark california.html,"36,802",38.4,93021,"$103,248 ", 92.9 /100,51.40%,48.60%
california,emeryville california.html,"11,758",35.6,94608,"$99,573 ", 155.2 /100,52.60%,47.40%
california,west point wilseyville california.html,"13,048",48.9,nan,"$56,757 ", 105.0 /100,50.10%,49.90%
california,vincent california.html," 15,922. Population change since 2000: +5.5",32.4,91722,"$80,661 ", 150.3 /100,50.30%,49.70%
california,north auburn california.html," 13,022. Population change since 2000: +9.9",43.6,95603,"$56,455 ", 102.4 /100,51.20%,48.80%
california,newark california.html,"47,531",38,94560,"$108,733 ", 151.8 /100,49.50%,50.50%
california,westlake village california.html,"8,440",52.6,91361,"$145,035 ", 141.9 /100,51.40%,48.60%
california,winton california.html," 10,613. Population change since 2000: +20.2",27.2,95388,"$42,221 ", 92.8 /100,46.70%,53.30%
california,novato california.html,"55,980",45.6,94947,"$97,708 ", 160.4 /100,51.20%,48.80%
california,perris valley california.html,"190,588",34.1,92570,"$57,603 ", 84.9 /100,51.20%,48.80%
california,glendale california.html,"203,054",43.9,90039,"$58,861 ", 151.0 /100,53.50%,46.50%
california,porterville california.html,"59,145",30.3,93257,"$41,150 ", 88.5 /100,50.10%,49.90%
california,laguna hills california.html,"31,318",41.8,92691,"$105,120 ", 87.6 /100,51.60%,48.40%
california,larkspur california.html,"12,396",51,94901,"$103,996 ", 176.3 /100,55.20%,44.80%
california,santee california.html,"58,113",38.7,92071,"$87,912 ", 135.4 /100,52.30%,47.70%
california,toro california.html,"10,399",42.1,93908,"$131,762 ", 115.8 /100,50.40%,49.60%
california,south gate california.html,"95,430",31.6,90280,"$50,355 ", 141.3 /100,51.30%,48.70%
california,twentynine palms california.html,"26,542",24.5,92277,"$43,879 ", 79.8 /100,44.60%,55.40%
california,newport beach california.html,"86,160",49.6,92625,"$127,104 ", 94.3 /100,51.20%,48.80%
california,oroville california.html,"19,121",33.3,95968,"$37,721 ", 94.8 /100,49.20%,50.80%
california,reedley california.html,"25,620",32.1,93654,"$45,747 ", 95.0 /100,48.70%,51.30%
california,citrus heights california.html,"87,931",37.4,95610,"$58,774 ", 101.7 /100,50.50%,49.50%
california,shafter california.html,"19,608",27.4,93263,"$39,719 ", 91.2 /100,51.20%,48.80%
california,upper san gabriel valley california.html,"327,431",32.5,91006,"$67,507 ", 162.3 /100,51.10%,48.90%
california,winters california.html,"7,273",37.4,95694,"$87,025 ", 101.6 /100,49.30%,50.70%
california,quartz hill california.html," 10,912. Population change since 2000: +10.3",37.6,93536,"$62,230 ", 128.8 /100,48.30%,51.70%
california,blackhawk california.html,"9,354",49.6,94506," $95,339
Blackhawk:$95,339CA:$71,805
Estimated per capita income in 2017: $45,776
Blackhawk CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $642,300
Blackhawk:$642,300CA:$509,400
Mean prices in 2017: all housing units: over $1,000,000; detached houses: over $1,000,000; townhouses or other attached units: $891,21", 144.9 /100,51.30%,48.70%
california,oakland california.html,"425,195",36.7,94601,"$70,577 ", 156.1 /100,50.80%,49.20%
california,pleasanton california.html,"83,007",43.7,94566,"$152,123 ", 148.9 /100,49.30%,50.70%
california,san gabriel california.html,"40,514",41.7,91776,"$59,598 ", 151.1 /100,52.40%,47.60%
colorado,black forest peyton colorado.html,"42,682",38.9,80908,"$109,349 ", 108.9 /100,49.50%,50.50%
colorado,canon city colorado.html,"16,539",42.8,81212,"$46,469 ", 84.5 /100,49.70%,50.30%
colorado,grand valley colorado.html,"6,111",37.7,81635,"$54,410 ", 101.9 /100,50.70%,49.30%
colorado,cimarron hills colorado.html," 16,161. Population change since 2000: +6.4",32.1,80915,"$64,699 ", 98.0 /100,49.60%,50.40%
colorado,dakota ridge colorado.html,"32,005",38.2,80127," $80,616
Dakota Ridge:$80,616CO:$69,117
Estimated per capita income in 2017: $41,312
Dakota Ridge CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $408,100
Dakota Ridge:$408,100CO:$348,900
Mean prices in 2017: all housing units: $436,529; detached houses: $463,537; townhouses or other attached units: $326,229; in 2-unit structures: $336,139; in 3-to-4-unit structures: $240,362; in 5-or-more-unit structures: $250,479; mobile homes: $135,71", 110.5 /100,49.90%,50.10%
colorado,fort lupton colorado.html,"8,163",34.2,80621,"$66,599 ", 103.4 /100,47.20%,52.80%
colorado,delta colorado.html,"8,823",43.5,81416,"$40,142 ", 86.6 /100,51.20%,48.80%
colorado,southwest arapahoe colorado.html,"201,720",38.7,80121,"$84,299 ", 112.1 /100,50.70%,49.30%
colorado,la junta colorado.html,"6,898",40.1,81050,"$42,466 ", 82.3 /100,50.00%,50.00%
colorado,gypsum colorado.html,"7,117",40.3,81637,"$87,373 ", 91.7 /100,44.00%,56.00%
colorado,lone tree colorado.html,"13,566",37.8,80124,"$129,467 ", 110.6 /100,50.80%,49.20%
colorado,federal heights colorado.html,"12,744",33.1,80260,"$47,439 ", 106.4 /100,50.90%,49.10%
colorado,roxborough park colorado.html," 9,099. Population change since 2000: +104.7",38.8,80125,"$105,672 ", 111.3 /100,50.30%,49.70%
colorado,gunbarrel colorado.html," 9,263. Population change since 2000: -1.8",43,80301,"$96,985 ", 116.2 /100,52.60%,47.40%
colorado,broomfield colorado.html,"68,341",38.4,80020,"$90,939 ", 111.0 /100,50.00%,50.00%
colorado,milliken colorado.html,"7,014",32.3,80543,"$70,971 ", 104.7 /100,49.80%,50.20%
colorado,brighton colorado.html,"40,562",33.4,80601,"$65,752 ", 110.0 /100,48.80%,51.20%
colorado,steamboat springs colorado.html,"12,965",37.8,80477,"$80,017 ", 99.5 /100,47.40%,52.60%
colorado,golden colorado.html,"20,571",30.6,80419,"$69,053 ", 111.9 /100,43.60%,56.40%
colorado,fruita colorado.html,"13,294",36.6,81507,"$48,426 ", 94.1 /100,52.10%,47.90%
colorado,fountain colorado.html,"29,804",30.2,80817,"$58,779 ", 99.0 /100,50.90%,49.10%
colorado,louisville colorado.html,"21,128",42.8,80027,"$101,214 ", 115.4 /100,52.60%,47.40%
colorado,sterling colorado.html,"13,961",34.7,80751,"$40,028 ", 84.1 /100,45.70%,54.30%
colorado,north aurora colorado.html,"48,131",28.1,80011,"$49,793 ", 118.5 /100,47.40%,52.60%
colorado,loveland colorado.html,"76,701",43,80538,"$60,933 ", 99.1 /100,52.20%,47.80%
colorado,greeley colorado.html,"105,448",32.4,80550,"$53,379 ", 103.2 /100,50.50%,49.50%
colorado,woodmoor colorado.html," 8,741. Population change since 2000: +21.8",44.9,80132,"$135,863 ", 99.0 /100,49.50%,50.50%
colorado,thornton colorado.html,"136,978",35.6,80233,"$77,092 ", 110.3 /100,48.90%,51.10%
colorado,cherry hills village colorado.html,"6,644",48,80113," over $200,000 ", 109.4 /100,49.40%,50.60%
colorado,welby colorado.html," 14,846. Population change since 2000: +14.4",30.3,80229,"$58,234 ", 110.7 /100,50.00%,50.00%
colorado,carbondale colorado.html,"6,820",33.8,81623,"$76,769 ", 96.3 /100,48.90%,51.10%
colorado,evergreen colorado.html," 9,038. Population change since 2000: -1.9",48.4,80439,"$111,605 ", 113.6 /100,50.40%,49.60%
colorado,clifton colorado.html," 19,889. Population change since 2000: +14.7",33.1,81504,"$46,595 ", 92.6 /100,50.70%,49.30%
colorado,frederick colorado.html,"12,687",35.4,80530,"$90,048 ", 104.9 /100,49.00%,51.00%
colorado,fairmount colorado.html,"7,559",45,nan," $80,616
Fairmount:$80,616CO:$69,117
Estimated per capita income in 2017: $41,312
Fairmount CDP income, earnings, and wages data
Estimated median house or condo value in 2017: $408,100
Fairmount:$408,100CO:$348,900
Mean prices in 2017: all housing units: $436,529; detached houses: $463,537; townhouses or other attached units: $326,229; in 2-unit structures: $336,139; in 3-to-4-unit structures: $240,362; in 5-or-more-unit structures: $250,479; mobile homes: $135,71", 110.5 /100,48.90%,51.10%
colorado,littleton colorado.html,"47,734",42.1,80120,"$71,155 ", 102.4 /100,52.20%,47.80%
colorado,avon colorado.html,"6,541",31.7,81620,"$83,347 ", 96.3 /100,45.70%,54.30%
colorado,stonegate colorado.html," 8,962. Population change since 2000: +42.6",35.4,80134,"$136,740 ", 110.4 /100,52.60%,47.40%
colorado,wellington colorado.html,"9,527",33.2,80549,"$68,054 ", 99.7 /100,50.50%,49.50%
colorado,craig colorado.html,"8,922",37.6,81625,"$60,168 ", 82.5 /100,48.40%,51.60%
colorado,wheat ridge colorado.html,"31,294",42.1,80033,"$54,808 ", 112.9 /100,53.10%,46.90%
colorado,evans colorado.html,"20,470",28.7,80543,"$60,480 ", 103.6 /100,49.90%,50.10%
colorado,fort collins colorado.html,"165,080",28.4,80521,"$60,731 ", 100.5 /100,49.70%,50.30%
colorado,southglenn colorado.html,"48,097",40.6,80122,"$98,234 ", 111.3 /100,51.70%,48.30%
colorado,pueblo colorado.html,"111,127",38.1,81001,"$36,124 ", 93.2 /100,51.50%,48.50%
colorado,west adams colorado.html,"310,409",31.8,80260,"$70,668 ", 118.9 /100,49.90%,50.10%
colorado,sherrelwood colorado.html," 18,287. Population change since 2000: +3.6",34.8,80221,"$60,050 ", 110.8 /100,48.20%,51.80%
colorado,lakewood colorado.html,"154,958",37.9,80228,"$67,255 ", 112.1 /100,50.80%,49.20%
colorado,parker colorado.html,"54,202",36,80134,"$99,635 ", 109.5 /100,49.60%,50.40%
colorado,pueblo west colorado.html," 29,637. Population change since 2000: +75.4",38.4,81007,"$63,351 ", 93.0 /100,50.30%,49.70%
colorado,denver colorado.html,"704,621",34.5,80110,"$65,224 ", 113.2 /100,49.90%,50.10%
colorado,redlands colorado.html," 8,685. Population change since 2000: +8.0",53.4,81503,"$78,726 ", 94.6 /100,49.60%,50.40%
colorado,columbine colorado.html," 24,280. Population change since 2000: +0.8",43.6,80128,"$100,271 ", 112.2 /100,51.10%,48.90%
colorado,twin lakes colorado.html," 6,101. Population change since 2000: -3.2",35.6,80221,"$54,166 ", 110.9 /100,44.00%,56.00%
colorado,ken caryl colorado.html," 32,438. Population change since 2000: +5.0",41.3,80128,"$98,490 ", 111.0 /100,50.30%,49.70%
colorado,englewood colorado.html,"34,407",36.5,80120,"$54,781 ", 103.0 /100,49.80%,50.20%
colorado,westminster colorado.html,"112,812",36.6,80020,"$64,214 ", 111.3 /100,50.40%,49.60%
colorado,highlands ranch colorado.html,"107,216",39.6,80125,"$115,195 ", 111.0 /100,50.30%,49.70%
colorado,longmont colorado.html,"94,341",37.8,80501,"$73,832 ", 113.7 /100,51.10%,48.90%
colorado,trinidad colorado.html,"8,073",42.2,81082,"$39,068 ", 85.3 /100,50.30%,49.70%
colorado,woodland park colorado.html,"7,642",43.3,80863,"$76,550 ", 100.0 /100,51.80%,48.20%
colorado,fruitvale colorado.html," 7,675. Population change since 2000: +10.7",41.9,81504,"$65,351 ", 94.2 /100,50.30%,49.70%
colorado,grand junction colorado.html,"62,475",34.9,81501,"$48,754 ", 93.7 /100,50.80%,49.20%
colorado,boulder colorado.html,"107,125",27.2,80025,"$66,524 ", 122.9 /100,48.70%,51.30%
colorado,the pinery colorado.html," 10,517. Population change since 2000: +45.0",42.7,80134,"$141,404 ", 112.1 /100,50.60%,49.40%
colorado,stratmoor colorado.html," 6,900. Population change since 2000: +3.8",31.9,80906,"$52,557 ", 97.7 /100,45.80%,54.20%
colorado,orchard mesa colorado.html," 6,836. Population change since 2000: +5.9",46.1,81503,"$60,126 ", 93.5 /100,50.80%,49.20%
colorado,windsor colorado.html,"25,330",39.2,80550,"$89,482 ", 103.5 /100,50.00%,50.00%
colorado,castle rock colorado.html,"62,276",35.6,80104,"$86,221 ", 109.5 /100,50.00%,50.00%
colorado,lafayette colorado.html,"28,328",39,80026,"$81,579 ", 114.5 /100,51.90%,48.10%
colorado,commerce city colorado.html,"55,923",31.3,80022,"$47,340 ", 109.8 /100,50.40%,49.60%
colorado,superior colorado.html,"12,951",33.9,80027,"$118,773 ", 115.5 /100,50.60%,49.40%
colorado,johnstown colorado.html,"15,478",34.1,80538,"$82,040 ", 105.0 /100,48.40%,51.60%
colorado,arvada colorado.html,"118,807",39.8,80002,"$81,787 ", 110.3 /100,50.70%,49.30%
colorado,greenwood village colorado.html,"15,721",43.6,80111,"$163,384 ", 106.6 /100,51.20%,48.80%
colorado,applewood colorado.html," 7,160. Population change since 2000: +0.5",42.4,80215,"$93,088 ", 112.9 /100,47.50%,52.50%
colorado,black forest colorado.html," 13,116. Population change since 2000: -1.0",48.1,80106,"$107,571 ", 97.3 /100,52.30%,47.70%
connecticut,beacon falls connecticut.html," 6,049. Population change since 2000: +15.3%
 
",41.5,6403,"$77,485 ", 137.1 /100,50.10%,49.90%
connecticut,brookfield connecticut.html," 16,452. Population change since 2000: +5.0%
 
",43.5,6804,"$115,598 ", 141.4 /100,51.60%,48.40%
connecticut,ellington connecticut.html," 15,602. Population change since 2000: +20.7",40.9,6029,"$76,222 ", 111.0 /100,50.70%,49.30%
connecticut,griswold connecticut.html," 11,951. Population change since 2000: +10.6%
 
",39.6,6351,"$71,291 ", 110.5 /100,50.00%,50.00%
connecticut,granby connecticut.html," 11,282. Population change since 2000: +9.0%
 
",44.6,6035,"$112,605 ", 110.7 /100,50.60%,49.40%
connecticut,bloomfield connecticut.html," 20,486. Population change since 2000: +4.6%
 
",47.9,6002,"$74,670 ", 111.0 /100,55.10%,44.90%
connecticut,oxford connecticut.html," 12,683. Population change since 2000: +29.1",43.4,6478,"$105,600 ", 137.3 /100,50.30%,49.70%
connecticut,glastonbury connecticut.html," 34,427. Population change since 2000: +8.0%
 
",43.1,6033,"$111,924 ", 112.2 /100,52.40%,47.60%
connecticut,middlebury connecticut.html," 7,575. Population change since 2000: +17.4%
 
",43.9,6762,"$96,485 ", 138.3 /100,51.60%,48.40%
connecticut,cromwell connecticut.html," 14,005. Population change since 2000: +8.8%
 
",43.1,6416,"$81,647 ", 131.7 /100,51.50%,48.50%
connecticut,north branford connecticut.html," 14,407. Population change since 2000: +3.6%
 
",44.6,6472,"$88,228 ", 138.8 /100,51.30%,48.70%
connecticut,conning towers nautilus park connecticut.html," 8,834. Population change since 2000: -13.7",23,6340,"$59,043 ", 109.1 /100,36.40%,63.60%
connecticut,kensington connecticut.html," 8,459. Population change since 2000: -1.0",47.2,6037,"$87,733 ", 105.9 /100,50.50%,49.50%
connecticut,stafford connecticut.html," 12,087. Population change since 2000: +6.9%
 
",41.8,6076,"$64,367 ", 110.0 /100,50.70%,49.30%
connecticut,lebanon connecticut.html," 7,308. Population change since 2000: +5.8%
 
",42.7,6249,"$86,950 ", 103.2 /100,49.40%,50.60%
connecticut,guilford connecticut.html," 22,375. Population change since 2000: +4.6%
 
",46.6,6437,"$105,213 ", 140.4 /100,51.90%,48.10%
connecticut,oakville connecticut.html," 9,047. Population change since 2000: +5.0",45.4,6708,"$69,356 ", 129.0 /100,48.60%,51.40%
connecticut,darien connecticut.html," 20,732. Population change since 2000: +5.7",39.6,6820," over $200,000 ", 144.6 /100,51.90%,48.10%
connecticut,norwalk connecticut.html,"89,005",38.5,6850,"$70,236 ", 137.2 /100,52.80%,47.20%
connecticut,canton connecticut.html," 10,292. Population change since 2000: +16.4%
 
",44,6019,"$90,212 ", 111.5 /100,51.70%,48.30%
connecticut,seymour connecticut.html," 16,540. Population change since 2000: +7.0%
 
",41.6,6483,"$71,756 ", 137.6 /100,51.40%,48.60%
connecticut,danbury connecticut.html,"85,246",38.2,6804,"$65,596 ", 133.0 /100,49.30%,50.70%
connecticut,hamden connecticut.html," 60,960. Population change since 2000: +7.1%
 
",37.4,6514,"$71,678 ", 136.9 /100,54.00%,46.00%
connecticut,westbrook connecticut.html," 6,938. Population change since 2000: +10.3%
 
",46.6,6498,"$77,433 ", 136.4 /100,50.80%,49.20%
connecticut,newington connecticut.html," 30,562. Population change since 2000: +4.3",44.8,6111,"$79,739 ", 105.6 /100,52.40%,47.60%
connecticut,rockville connecticut.html," 7,474. Population change since 2000: -3.0",32,6066,"$33,019 ", 106.1 /100,52.80%,47.20%
connecticut,somers connecticut.html," 11,444. Population change since 2000: +9.9%
 
",42.5,6071,"$79,725 ", 112.8 /100,40.00%,60.00%
connecticut,fairfield connecticut.html," 59,404. Population change since 2000: +3.6%
 
",40,6430,"$116,724 ", 148.3 /100,52.50%,47.50%
connecticut,southbury connecticut.html," 19,904. Population change since 2000: +7.2%
 
",49.9,6488,"$84,779 ", 141.8 /100,53.30%,46.70%
connecticut,new haven connecticut.html,"131,014",30.4,6510,"$44,445 ", 130.6 /100,49.60%,50.40%
connecticut,windsor connecticut.html," 29,044. Population change since 2000: +2.9%
 
",43.1,6095,"$88,996 ", 110.0 /100,52.40%,47.60%
connecticut,wallingford connecticut.html," 45,135. Population change since 2000: +4.9%
 
",42.9,6492,"$78,466 ", 136.9 /100,51.80%,48.20%
connecticut,redding connecticut.html," 9,158. Population change since 2000: +10.7%
 
",46.4,6896,"$145,551 ", 141.4 /100,51.90%,48.10%
connecticut,hartford connecticut.html,"123,400",30.7,6095,"$33,677 ", 106.8 /100,52.50%,47.50%
connecticut,woodbury connecticut.html," 9,975. Population change since 2000: +8.4%
 
",46.9,6798,"$95,230 ", 131.2 /100,51.50%,48.50%
connecticut,plainfield connecticut.html," 15,405. Population change since 2000: +5.4%
 
",38.5,6374,"$60,383 ", 126.1 /100,51.00%,49.00%
connecticut,shelton connecticut.html,"41,397",47,6484,"$90,667 ", 131.0 /100,51.80%,48.20%
connecticut,stamford connecticut.html,"130,824",38,6901,"$87,316 ", 138.0 /100,51.40%,48.60%
connecticut,woodbridge connecticut.html," 8,990. Population change since 2000: +0.1%
 
",47.6,6525,"$139,823 ", 144.8 /100,51.10%,48.90%
connecticut,stratford connecticut.html," 51,384. Population change since 2000: +2.8",44.3,6614,"$73,912 ", 130.6 /100,53.50%,46.50%
connecticut,storrs connecticut.html," 15,344. Population change since 2000: +39.5",20.2,6269,"$28,485 ", 108.7 /100,52.60%,47.40%
connecticut,madison connecticut.html," 18,269. Population change since 2000: +2.3%
 
",46.6,6443,"$119,800 ", 141.0 /100,51.50%,48.50%
